pursuant	in accordance with (a law or a legal document or resolution)	conversations that they wiretap pursuant to court order	the pursuant lady	 	 	 		[sound:pursuant.mp3]	greenlight_basic rank_1
flotilla	a fleet of ships or boats	"
              a flotilla of cargo boats"	 	 	 	 	navy, naval force, task force, naval task force, armada, flotilla, squadron, convoy, column	[sound:flotilla.mp3]	vince rank_1
unflappable	having or showing calmness in a crisis	I prided myself on being unflappable even in the most chaotic circumstances	self-contained, unflappable Glaswegian common sense	 	 	 	imperturbable, unexcitable, cool, calm, collected, cool, calm, and collected, controlled, self-controlled, self-possessed, cool-headed, level-headed, relaxed, insouciant, serene, stoical, phlegmatic, unmoved	[sound:unflappable.mp3]	magoosh rank_1
counterproductive	having the opposite of the desired effect	the response to the disaster was unsuccessful and perhaps even counterproductive	 	 	 	 	harmful, damaging, injurious, hurtful, inimical, deleterious, dangerous, destructive, ruinous, calamitous, disastrous, pernicious, environmentally unfriendly, ill, bad, evil, baleful, malign, corrupting, malignant, adverse, undesirable, prejudicial, unfavourable, unfortunate, counterproductive	[sound:counterproductive.mp3]	manhattan rank_1
intertwined	twist or twine together	a net made of cotton intertwined with other natural fibers	the coils intertwine with one another like strands of spaghetti	Dickens has been very clever to intertwine all these aspects and ideas	 	 	entwine, interweave, interlace, interthread, interwind, intertwist, twist, coil, twirl, ravel, lace, braid, plait, knit	[sound:intertwined.mp3]	gregmat rank_1
tangible	perceptible by touch	the atmosphere of neglect and abandonment was almost tangible	the emphasis is now on tangible results	these are the only tangibles upon which an assessment can be made	 	 	touchable, palpable, tactile, material, physical, real, substantial, corporeal, solid, concrete, real, actual, solid, concrete, substantial, hard, well defined, definite, well documented, clear, clear-cut, distinct, manifest, evident, obvious, striking, indisputable, undoubted, unmistakable, positive, perceptible, verifiable, appreciable, measurable, discernible, intelligible	[sound:tangible.mp3]	vince rank_1
infinitesimal	extremely small	an infinitesimal pause	 	 	 	 	minute, tiny, minuscule, extremely small, very small	[sound:infinitesimal.mp3]	vince rank_1
ironclad	covered or protected with iron.	an ironclad guarantee	 	 	 	 	armour-plated, steel-plated, ironclad, mailed	[sound:ironclad.mp3]	gregmat rank_1
meld	blend; combine	Australia's winemakers have melded modern science with traditional art	the nylon bristles shrivel and meld together	a meld of many contributions	a player has melded four kings	his meld was poor and he lost	combine, merge, unite, integrate, fuse, blend, mingle, coalesce, consolidate, meld, intermingle, mix, intermix, incorporate, affiliate, amalgamation, amalgam, merger, union, blend, mixture, mix, mingling, meld, fusion, fusing, compound, alloy, marriage, weave, coalescence, coalition, pooling, integration, conjunction, incorporation, synthesis, composite, composition, concoction	[sound:meld.mp3]	vince rank_1
liability	the state of being responsible for something, especially by law	the partners accept unlimited liability for any risks they undertake	valuing the company's liabilities and assets	he has become a political liability	 	 	accountability, responsibility, legal responsibility, answerability, financial obligation, debt, indebtedness, debit, hindrance, encumbrance, burden, handicap, nuisance, inconvenience	[sound:liability.mp3]	gregmat rank_1
hidebound	unwilling or unable to change because of tradition or convention	you are hidebound by your petty laws	 	 	 	 	conservative, reactionary, conventional, orthodox, fundamentalist, diehard, hard-line, dyed-in-the-wool, ultra-conservative, fixed in one's views, set in one's opinions, set in one's ways	[sound:hidebound.mp3]	vince rank_1
despoiler	 	 	 	 	 	 		[sound:despoiler.mp3]	powerscore rank_1
involved	difficult to comprehend; complicated	a long, involved conversation	his transfer to another school would involve a lengthy assessment procedure	what kind of organizations will be involved in setting up these projects?	Angela told me she was involved with someone else	 	complicated, intricate, complex, elaborate, require, necessitate, demand, call for, include, count in, take in, bring in, draw in, take into account, take account of, take note of, allow for, married, wed, wedded, joined in marriage, joined in matrimony, united in wedlock	[sound:involved.mp3]	magoosh rank_1
tempered	improve the hardness and elasticity of (steel or other metal) by reheating and then cooling it	the way a smith would temper a sword	tempered steel pins	the display is a single sheet of glass, tempered for strength	for a shiny sheen to the chocolate coating, I recommend tempering the chocolate first	their idealism is tempered with realism	harden, strengthen, toughen, fortify, moderate, modify, modulate	[sound:tempered.mp3]	magoosh rank_1
defer	put off (an action or event) to a later time; postpone	they deferred the decision until February	he was no longer deferred from the draft	he deferred to Tim's superior knowledge	 	 	postpone, put off, adjourn, delay, hold off, hold over, put back, carry over, yield, submit, give way, give in, surrender, accede, bow, capitulate, acquiesce, knuckle under	[sound:defer.mp3]	greenlight_basic rank_1
intermediary	a person who acts as a link between people in order to try to bring about an agreement or reconciliation; a mediator	"
              intermediaries between lenders and borrowers"	an intermediary stage	 	 	 	mediator, go-between, negotiator, intervenor, interceder, intercessor, arbitrator, arbiter, conciliator, peacemaker, halfway, in-between, middle, mid, midway, median, intermediary, intervening, interposed, transitional	[sound:intermediary.mp3]	prep_scholar rank_1
dilute	make (a liquid) thinner or weaker by adding water or another solvent to it	bleach can be diluted with cold water	the reforms have been diluted	a dilute solution of potassium permanganate	a short measure of dilute sun	 	make weaker, weaken, diminish, reduce, decrease, lessen, attenuate, make weaker, weaken, mitigate, temper, quell, allay, assuage, alleviate, palliate, moderate, modify, tone down, weak, diluted, thin, thinned out, watered down, watery	[sound:dilute.mp3]	vince rank_1
divorced	no longer married because the marriage has been legally dissolved	a divorced couple	my parents are divorced	they divorced eight years later	he divorced his first wife after 10 months	we knew how to divorce an issue from an individual	split up, split up with, end one's marriage, end one's marriage to, get a divorce, get a divorce from, separate, separate from, part, part from, split, split from, break up, break up with, part company, part company with, dissolve one's marriage, dissolve one's marriage to, annul one's marriage, annul one's marriage to, separate, disconnect, divide, disunite, sever, disjoin, split, dissociate, detach, isolate, alienate, set apart, keep apart, cut off	[sound:divorced.mp3]	gregmat rank_1
unsparing	merciless; severe	he is unsparing in his criticism of the arms trade	she had won her mother's unsparing approval	 	 	 	merciless, pitiless, unpitying, ruthless, relentless, remorseless, unmerciful, unforgiving, implacable, uncompromising, ungrudging, unstinting, willingly given, free, free-handed, ready, beneficent, benevolent, big-hearted, kind-hearted, kind, unselfish	[sound:unsparing.mp3]	manhattan rank_1
cowed	cause (someone) to submit to one's wishes by intimidation	the intellectuals had been cowed into silence	 	 	 	 	intimidate, daunt, browbeat, bully, badger, dragoon, bludgeon, tyrannize, overawe, awe, dismay, dishearten, unnerve, subdue, scare, terrorize, frighten, petrify	[sound:cowed.mp3]	vince rank_1
flux	the action or process of flowing or flowing out	the flux of men and women moving back and forth	a localized flux of calcium into the cell	since the fall of the wall Berlin has been a city in flux	the whole political system is in a state of flux	 	outflow, outpouring, outflowing, outrush, rush, current, flood, deluge, emission, discharge, issue, flow, movement, motion, transfer, course, passage, current, drift, circulation, trickle, stream, swirl, surge, sweep, gush, roll, rush, welling, spate, tide, discharge, outflowing, outpouring, outrush, rush, flood, deluge, issue, spurt, jet, cascade, stream, torrent, gush, outburst, continuous change, changeability, changeableness, variability, inconstancy, fluidity, instability, unsteadiness, unpredictability, irregularity, fitfulness, unreliability, fickleness	[sound:flux.mp3]	magoosh rank_1
principled	(of a person or their behavior) acting in accordance with morality and showing recognition of right and wrong	a principled politician	a coherent and principled approach	 	 	 	moral, ethical, good, virtuous, righteous, upright, upstanding, high-minded, right-minded, proper, correct, honourable, honest, just, noble, incorruptible, anti-corruption, scrupulous, conscientious, respectable, decent	[sound:principled.mp3]	manhattan rank_1
exasperated	intensely irritated and frustrated	an exasperated expression	as the students exit, an exasperated teacher tries in vain to get their attention	this futile process exasperates prison officials	 	 	infuriate, incense, anger, annoy, irritate, madden, enrage, send into a rage, inflame, antagonize, provoke, irk, vex, gall, pique, try someone's patience, get on someone's nerves, make someone's blood boil, make someone's hackles rise, make someone see red, get someone's back up, rub up the wrong way, ruffle someone's feathers, drive to distraction, infuriating, annoying, irritating, maddening, antagonizing, provoking, irking, irksome, vexing, vexatious, galling, trying, troublesome, bothersome, displeasing	[sound:exasperated.mp3]	gregmat rank_1
besotted	strongly infatuated	he became besotted with his best friend's sister	 	 	 	 	infatuated with, smitten with, in love with, love-struck by, head over heels in love with, hopelessly in love with, obsessed with, passionate about, consumed with desire for, devoted to, doting on, greatly enamoured of, very attracted to, very taken with, charmed by, captivated by, enchanted by, enthralled by, bewitched by, beguiled by, under someone's spell, hypnotized by, intoxicated, inebriated, drunken, befuddled, incapable, tipsy, the worse for drink, under the influence, maudlin	[sound:besotted.mp3]	magoosh rank_1
counterpoint	the art or technique of setting, writing, or playing a melody or melodies in conjunction with another, according to fixed rules.	I have used my interviews with parents as a counterpoint to a professional judgment	the orchestra counterpoints the vocal part	the cream walls and maple floors are counterpointed by black accents	the story's fanciful excesses are counterpointed with some sharp and unsentimental dialogue	 		[sound:counterpoint.mp3]	manhattan rank_1
cachinnate	laugh loudly.	 	 	 	 	 		[sound:cachinnate.mp3]	greenlight_advanced rank_1
eke	manage to support oneself or make a living with difficulty	speak me thy name and eke thy place of birth	they eked out their livelihoods from the soil	the remains of yesterday's stew could be eked out to make another meal	Tennessee eked out a 74–73 overtime victory	 	scrape, scratch, scrimp, economize on, skimp on, be economical with, be more economical with, make economies with, scrimp and scrape, save, augment, add to, increase, supplement	[sound:eke.mp3]	magoosh rank_1
untrammeled	not deprived of freedom of action or expression; not restricted or hampered	a mind untrammeled by convention	 	 	 	 	uncontrolled, unconstrained, unrestricted, unchecked, unbridled, unlimited, unfettered, unshackled, untrammelled, uninhibited, unconfined, unimpeded, unhampered, unbounded, boundless, unsuppressed, undisciplined, uncontrollable, out of control, out of hand	[sound:untrammeled.mp3]	magoosh rank_1
dismiss	order or allow to leave; send away	she dismissed the taxi at the corner of the road	CBS Records dismissed another 120 people	it would be easy to dismiss him as all brawn and no brain	he suspected a double meaning in her words, but dismissed the thought	he told his company to dismiss	send away, let go, release, free, give someone their notice, throw out, get rid of, discharge, banish, put away, set aside, lay aside, abandon, have done with, drop, disregard, brush off, shrug off, forget, think no more of, pay no heed to, put out of one's mind, banish, put away, set aside, lay aside, abandon, have done with, drop, disregard, brush off, shrug off, forget, think no more of, pay no heed to, put out of one's mind	[sound:dismiss.mp3]	manhattan rank_1
ironic	using or characterized by irony	his mouth curved into an ironic smile	it was ironic that now that everybody had plenty of money for food, they couldn't obtain it because everything was rationed	 	 	 	sarcastic, sardonic, dry, caustic, sharp, stinging, scathing, acerbic, acid, bitter, trenchant, mordant, cynical, paradoxical, incongruous, odd, strange, weird, peculiar, unexpected	[sound:ironic.mp3]	vince rank_1
momentary	lasting for a very short time; brief	a momentary lapse of concentration	 	 	 	 	brief, short, short-lived, quick, fleeting, passing, transient, transitory, ephemeral, evanescent, fugitive, temporary, impermanent	[sound:momentary.mp3]	gregmat rank_1
smug	having or showing an excessive pride in oneself or one's achievements	he was feeling smug after his win	 	 	 	 	self-satisfied, complacent, self-congratulatory, superior, puffed up, pleased with oneself, self-approving, well pleased, proud of oneself	[sound:smug.mp3]	magoosh rank_1
oblivious	not aware of or not concerned about what is happening around one	she became absorbed, oblivious to the passage of time	the women were oblivious of his presence	 	 	 	unaware, unconscious, heedless, unmindful, insensible, unheeding, ignorant, blind, deaf, unsuspecting, unobservant, disregardful, unconcerned, impervious, unaffected, insensitive, indifferent, detached, removed	[sound:oblivious.mp3]	gregmat rank_1
redolent	strongly reminiscent or suggestive of	names redolent of history and tradition	the church was old, dark, and redolent of incense	a rich, inky, redolent wine	 	 	evocative, suggestive, reminiscent, remindful, smelling of, reeking of	[sound:redolent.mp3]	greenlight_advanced rank_1
resurrect	restore (a dead person) to life	he was dead, but he was resurrected	the deal collapsed and has yet to be resurrected	 	 	 	raise from the dead, restore to life, bring back to life, revive, revive, restore, regenerate, revitalize, breathe new life into, give the kiss of life to, give a new lease of life to, reinvigorate, renew, resuscitate, awaken, wake up, rejuvenate, stimulate, re-establish, relaunch, reinstitute	[sound:resurrect.mp3]	greenlight_basic rank_1
idolatry	the worship of idols.	we must not allow our idolatry of art to obscure issues of political significance	 	 	 	 	idol worship, idolatrism, fetishism, iconolatry, icon worship, idolization, idolizing, fetishization, worship, worshipping, adulation, adoration, adoring, reverence, glorification, lionizing, lionization, love, admiration, loving, admiring, hero-worshipping	[sound:idolatry.mp3]	manhattan rank_1
steeped	soak (food or tea) in water or other liquid so as to extract its flavor or to soften it	the chilies are steeped in olive oil	the noodles should be left to steep for 3–4 minutes	sheets were steeped in mercury sulfate as a disinfectant	a city steeped in history	 	marinade, marinate, soak, souse, macerate, soak, saturate, immerse, submerge, wet through, drench, imbue with, fill with, permeate with, pervade with, suffuse with, infuse with, perfuse with, impregnate with, soak in	[sound:steeped.mp3]	manhattan rank_1
clinch	confirm or settle (a contract or bargain)	to clinch a business deal	these findings clinched the matter	his team clinched the title	breaking from a clinch, he crossed with his right	we went into a passionate clinch on the sofa	secure, settle, conclude, close, pull off, bring off, complete, confirm, seal, set the seal on, finalize, shake hands on, reach an agreement on, settle, decide, determine, establish, win, be the victor in, be the winner of, be victorious in, come first in, finish first in, take first prize in, triumph in, achieve success in, be successful in, prevail in, grapple, wrestle, struggle with each other, scuffle with each other, secure, fasten, make fast, fix, clamp, bolt, rivet, pinion, embrace, hug, cuddle, squeeze, hold, clasp, bear hug	[sound:clinch.mp3]	manhattan rank_1
delimit	determine the limits or boundaries of	agreements delimiting fishing zones	 	 	 	 	determine, establish, set, fix, mark, mark off, mark out, demarcate, bound, define, delineate	[sound:delimit.mp3]	manhattan rank_1
discourse	written or spoken communication or debate	the language of political discourse	an imagined discourse between two people traveling in France	a discourse on critical theory	she could discourse at great length on the history of Europe	he spent an hour discoursing with his supporters in the courtroom	discussion, conversation, talk, dialogue, communication, conference, debate, consultation, verbal exchange, essay, treatise, dissertation, paper, study, critique, monograph, disquisition, tract, conversation, talk, communication, interchange, discourse, argument, hold forth, expatiate, pontificate, converse, talk, speak, have a discussion, discuss matters, debate, confer, consult, parley, chat	[sound:discourse.mp3]	greenlight_basic rank_1
sequacious	(of a person) lacking independence or originality of thought.	 	 	 	 	 		[sound:sequacious.mp3]	vince rank_1
abort	carry out or undergo the abortion of (a fetus)	the decision to abort the fetus	many doctors assume that women who undergo testing would choose to abort	an organism that infects sheep and can cause pregnant ewes to abort	the pilot aborted his landing	there was an abort because of bad weather	terminate, end, miscarry, have a miscarriage, halt, stop, end, call off, cut short, discontinue, terminate, arrest, suspend, check, nullify, fail, come to a halt, end, terminate, miscarry, go wrong, not succeed, fall through, break down, be frustrated, collapse, founder, come to grief, fizzle out, flop	[sound:abort.mp3]	vince rank_1
exodus	a mass departure of people, especially emigrants	the annual exodus of sun-seeking Canadians to Florida	the Passover festival celebrates the Exodus	 	 	 	mass departure, withdrawal, evacuation, leaving, exit	[sound:exodus.mp3]	vince rank_1
foil	prevent (something considered wrong or undesirable) from succeeding	a brave policewoman foiled the armed robbery	Errol Flynn was a dashing Mountie foiling Nazi agents in Canada	aluminum foil	the earthy taste of grilled vegetables is a perfect foil for the tart bite of creamy goat cheese	 	thwart, frustrate, counter, oppose, balk, disappoint, impede, obstruct, hamper, hinder, snooker, cripple, scotch, derail, smash, dash, thwart, frustrate, counter, oppose, balk, disappoint, impede, obstruct, hamper, hinder, snooker, cripple, scotch, derail, smash, dash, contrast, background, setting, relief, antithesis	[sound:foil.mp3]	gregmat rank_1
pitfall	a hidden or unsuspected danger or difficulty.	 	 	 	 	 	hazard, danger, risk, peril, difficulty, issue, problem, catch, snag, stumbling block, drawback	[sound:pitfall.mp3]	vince rank_1
forlorn	pitifully sad and abandoned or lonely	forlorn figures at bus stops	a forlorn attempt to escape	 	 	 	unhappy, sad, miserable, sorrowful, dejected, despondent, disconsolate, wretched, abject, morose, regretful, broken-hearted, heartbroken, down, downcast, dispirited, downhearted, heavy-hearted, crestfallen, depressed, melancholy, blue, gloomy, glum, mournful, despairing, doleful, woebegone, woeful, tearful, long-faced, joyless, cheerless, out of sorts, desolate, deserted, abandoned, forsaken, forgotten, neglected, hopeless, with no chance of success, beyond hope	[sound:forlorn.mp3]	magoosh rank_1
tonicity	muscle tone.	the tonicity of the fluid	 	 	 	 		[sound:tonicity.mp3]	greenlight_advanced rank_1
stipulate	demand or specify (a requirement), typically as part of a bargain or agreement	he stipulated certain conditions before their marriage	 	 	 	 	specify, set down, set out, lay down, set forth, state clearly	[sound:stipulate.mp3]	manhattan rank_1
repine	feel or express discontent; fret	you mustn't let yourself repine	 	 	 	 	fret, be unhappy, feel unhappy, mope, languish, eat one's heart out, be miserable, feel miserable, be upset, feel upset, be despondent, feel despondent, brood	[sound:repine.mp3]	greenlight_advanced rank_1
inasmuch	 	 	 	 	 	 		[sound:inasmuch.mp3]	manhattan rank_1
execrate	feel or express great loathing for	they were execrated as dangerous and corrupt	 	 	 	 	revile, denounce, decry, condemn, vilify	[sound:execrate.mp3]	magoosh rank_1
encompass	surround and have or hold within	a vast halo encompassing the Milky Way galaxy	no studies encompass all aspects of medical care	an act designed to encompass the death of the king	 	 	surround, enclose, ring, encircle, circumscribe, skirt, bound, border, fringe, cover, embrace, include, incorporate, take in, contain, comprise, involve, deal with	[sound:encompass.mp3]	vince rank_1
console	a panel or unit accommodating a set of controls for electronic or mechanical equipment.	she tried to console him but he pushed her gently away	you can console yourself with the thought that you did your best	 	 	 	control panel, instrument panel, dashboard, keyboard, keypad, comfort, solace, condole with, give condolences to	[sound:console.mp3]	manhattan rank_1
debilitating	(of a disease or condition) making someone very weak and infirm	debilitating back pain	the debilitating effects of underinvestment	a weakness that debilitates him despite his overwhelming physical might	hard drugs destroy families and debilitate communities	 	weakening, enfeebling, enervating, enervative, devitalizing, draining, sapping, wearing, exhausting, tiring, weaken, make weak, make feeble, enfeeble, enervate, devitalize, sap, drain, exhaust, weary, tire, fatigue, wear out, prostrate	[sound:debilitating.mp3]	gregmat rank_1
becoming	(especially of clothing) flattering a person's appearance	what a becoming dress!	New beret? It's very becoming	a becoming modesty	a series of poem sketches in a state of becoming	it is becoming clear that we are in a totally new situation	flattering, fetching, attractive, lovely, pretty, handsome, stylish, elegant, chic, fashionable, comely, tasteful, change gradually, transmute, turn, go, become, come to be, get to be, turn out to be, grow, get, turn, be appointed as, be assigned as, be nominated, be elected as, be made, happen to, be the fate of, be the lot of, overtake, be visited on, suit, flatter, look good on, look right on, befit, behove, suit, be suitable to, be fitting to	[sound:becoming.mp3]	magoosh rank_1
sentimental	of or prompted by feelings of tenderness, sadness, or nostalgia	she felt a sentimental attachment to the place creep over her	a sentimental ballad	I'm a sentimental old fool	 	 	nostalgic, tender, emotional, dewy-eyed, misty-eyed, affectionate, loving, soft-hearted, tender-hearted, soft, soft-centred, mawkish, over-sentimental, overemotional, cloying, sickly, saccharine, sugary, sugar-coated, syrupy	[sound:sentimental.mp3]	magoosh rank_1
supposition	an uncertain belief	they were working on the supposition that his death was murder	their outrage was based on supposition and hearsay	 	 	 	belief, surmise, idea, notion, suspicion, conjecture, speculation, view, inference, theory, thesis, hypothesis, postulation, guess, guesswork, feeling, hunch, assumption, presumption	[sound:supposition.mp3]	manhattan rank_1
compendium	a collection of concise but detailed information about a particular subject, especially in a book or other publication	an invaluable compendium of useful information about language	the program is a compendium of outtakes from our archives	 	 	 	collection, compilation, anthology, treasury, digest, group, collection, series, complete series	[sound:compendium.mp3]	manhattan rank_1
mired	cause to become stuck in mud	sometimes a heavy truck gets mired down	the horse waded through the red mud that mired it to its hocks	the economy is mired in its longest recession since World War II	 	 	get bogged down, sink, sink down, stick in the mud, dirty, soil, muddy, begrime, spatter, smear, make dirty, make muddy, cake with dirt, cake with soil, entangle, tangle up, embroil, enmesh, catch up, mix up, involve, bog down	[sound:mired.mp3]	manhattan rank_1
prate	talk foolishly or at tedious length about something	I heard him prate on for at least an hour and a half	 	 	 	 	speak, give voice, chat, chatter, chatting, chattering, gossiping, prattling, prating, gibbering, jabbering, babbling, gabbling, rattling on, speaking, talking	[sound:prate.mp3]	greenlight_advanced rank_1
askew	not in a straight or level position	her hat was slightly askew	the door was hanging askew on one twisted hinge	the plan went sadly askew	the judging was a bit askew	 	crooked, lopsided, tilted, angled, oblique, skew, skewed, slanted, aslant, awry, uneven, asymmetrical, unsymmetrical	[sound:askew.mp3]	vince rank_1
condolence	an expression of sympathy, especially on the occasion of a death	we offer our sincere condolences to his widow	letters of condolence	 	 	 	sympathy, commiseration, commiserations, solace, comfort, consolation, fellow feeling, understanding, empathy, compassion, pity, solicitude, concern, support	[sound:condolence.mp3]	greenlight_basic rank_1
amity	a friendly relationship	international amity and goodwill	 	 	 	 	friendship, friendliness, peace, peacefulness, peaceableness, harmony, harmoniousness, understanding, accord, concord, concurrence, cooperation, amicableness, goodwill, cordiality, warmth, geniality, fellowship, fraternity, brotherhood, brotherliness	[sound:amity.mp3]	greenlight_advanced rank_1
interloper	a person who becomes involved in a place or situation where they are not wanted or are considered not to belong	Japanese consumers have in the past been unreceptive to foreign interlopers in the cell phone market	to her I was always an outsider, an interloper	 	 	 	intruder, encroacher, trespasser, invader, infiltrator, unwanted person, unwanted visitor, uninvited guest	[sound:interloper.mp3]	vince rank_1
slack	not taut or held tightly in position; loose	a slack rope	her mouth went slack	business was rather slack	they were working at a slack pace	slack accounting procedures	loose, limp, not taut, not tight, hanging, flapping, flaccid, flabby, loose, sagging, saggy, drooping, droopy, soft, baggy, loose-fitting, loose, not tight, generously cut, roomy, sluggish, slow, quiet, slow-moving, not busy, inactive, flat, depressed, stagnant, lax, negligent, neglectful, remiss, careless, slapdash, slipshod, lackadaisical, lazy, inefficient, incompetent, inattentive, offhand, casual, disorderly, disorganized, looseness, play, give, lull, pause, respite, spell of inactivity, interval, break, hiatus, breathing space, reduce, lessen, slacken, slow, ease off, ease up, decrease, lessen, subside, get less, let up, ease off, abate, moderate, diminish, dwindle, die down, fall off, drop off, taper off, ebb, recede, wane, relax, take things easy, let up, ease off, ease up, do less, loosen up, slow down, be less active, slow down, slow, decelerate, reduce speed, drop speed, put the brakes on, idle, shirk, be inactive, be lazy, be indolent, sit back and do nothing, waste time, lounge about, lounge around	[sound:slack.mp3]	manhattan rank_1
interplay	the way in which two or more things have an effect on each other	the interplay between inheritance and learning	 	 	 	 	interaction, interchange, teamwork, cooperation, reciprocation, reciprocity, give and take, compromises, concessions	[sound:interplay.mp3]	manhattan rank_1
reductive	tending to present a subject or problem in a simplified form, especially one viewed as crude	such a conclusion by itself would be reductive	he combines his reductive abstract shapes with a rippled surface	the reductive elimination of acetyl iodide	 	 		[sound:reductive.mp3]	vince rank_1
wag	a person who makes jokes; a joker	one wag shouted, ‘On that count you've got about three supporters!’	Boogie plays the wag from school	his tail began to wag	the dog went out, wagging its tail	she wagged a finger at Elinor	humorist, comedian, comedienne, comic, funny man, funny woman, wag, wit, jester, swing, sway, shake, swish, switch, quiver, twitch, flutter, waver, whip, oscillation, vibration, undulation, waggle, wiggle, wobble, wave, shake, flourish, brandish	[sound:wag.mp3]	greenlight_advanced rank_1
phenomena	a fact or situation that is observed to exist or happen, especially one whose cause or explanation is in question	glaciers are unique and interesting natural phenomena	the band was a pop phenomenon just for their sales figures alone	 	 	 	occurrence, event, happening, fact, situation, circumstance, experience, case, incident, episode, sight, appearance, thing, marvel, sensation, wonder, prodigy, miracle, rarity, nonpareil, curiosity, spectacle	[sound:phenomena.mp3]	prep_scholar rank_1
acclaim	praise enthusiastically and publicly	the conference was acclaimed as a considerable success	he was acclaimed a great painter	she has won acclaim for her commitment to democracy	 	 	celebrated, admired, highly rated, lionized, revered, honoured, esteemed, exalted, lauded, vaunted, much touted, well thought of, well received, acknowledged, praise, applaud, cheer, commend, express approval of, approve, express admiration for, welcome, pay tribute to, speak highly of, eulogize, compliment, congratulate, celebrate, sing the praises of, praise to the skies, rave about, go into raptures about, go into raptures over, heap praise on, wax lyrical about, say nice things about, make much of, pat on the back, take one's hat off to, salute, throw bouquets at, lionize, exalt, admire, hail, toast, flatter, adulate, vaunt, extol, glorify, honour, hymn, clap, proclaim, announce, declare, pronounce, hail as, praise, applause, cheers, ovation, tribute, accolade, acclamation, salutes, plaudits	[sound:acclaim.mp3]	gregmat rank_1
neutralize	render (something) ineffective or harmless by applying an opposite force or effect	impatience at his frailty began to neutralize her fear	splashes on skin should be neutralized immediately	120 bombs were neutralized	counter-intelligence programs designed to neutralize individuals	 	counteract, offset, counterbalance, balance, balance out, counterpoise, countervail, compensate for, make up for, kill, do to death, put to death, assassinate, execute, liquidate, eliminate, neutralize, dispatch, butcher, cut to pieces, slaughter, massacre, wipe out, mow down	[sound:neutralize.mp3]	gregmat rank_1
dynamo	a machine for converting mechanical energy into electrical energy; a generator.	she was a dynamo in London politics	 	 	 	 		[sound:dynamo.mp3]	greenlight_basic rank_1
corrosion	the process of corroding metal, stone, or other materials	each aircraft part is sprayed with oil to prevent corrosion	engineers found the corrosion when checking the bridge	 	 	 	wearing away, abrasion, scraping away, grinding down, crumbling, wear and tear, weathering, dissolving, dissolution, harm, injury, destruction, vandalization, vandalism	[sound:corrosion.mp3]	greenlight_basic rank_1
internecine	destructive to both sides in a conflict	the region's history of savage internecine warfare	the party shrank from the trauma of more internecine strife	 	 	 	deadly, bloody, violent, fierce, destructive, ruinous	[sound:internecine.mp3]	magoosh rank_1
irrefutable	impossible to deny or disprove	irrefutable evidence	 	 	 	 	indisputable, undeniable, unquestionable, incontrovertible, incontestable, unassailable, impregnable, beyond question, indubitable, beyond doubt, beyond dispute, indisputable	[sound:irrefutable.mp3]	magoosh rank_1
nullify	make legally null and void; invalidate	judges were unwilling to nullify government decisions	insulin can block the release of the hormone and thereby nullify the effects of training	 	 	 	annul, declare null and void, render null and void, void, invalidate, render invalid, cancel out, neutralize, negate, render ineffective, make of no use or value	[sound:nullify.mp3]	gregmat rank_1
repercussion	an unintended consequence occurring some time after an event or action, especially an unwelcome one	the move would have grave repercussions for the entire region	 	 	 	 	consequence, result, effect, outcome, by-product	[sound:repercussion.mp3]	gregmat rank_1
malingerer	a person who malingers	the doctor said my son was a malingerer	 	 	 	 	shirker, slacker, idler, layabout	[sound:malingerer.mp3]	magoosh rank_1
deprecate	express disapproval of	what I deprecate is persistent indulgence	this feature is deprecated and will be removed in later versions	avoid the deprecated <blink> element that causes text to flash on and off	he deprecates the value of children's television	 	disapprove of, deplore, abhor, find unacceptable, be against, frown on, take a dim view of, look askance at, take exception to, detest, despise, execrate, belittle, disparage, denigrate, run down, discredit, decry, cry down, play down, make little of, trivialize, underrate, undervalue, underestimate, diminish, depreciate, deflate	[sound:deprecate.mp3]	greenlight_advanced rank_1
penultimate	last but one in a series of things; second last	the penultimate chapter of the book	 	 	 	 		[sound:penultimate.mp3]	greenlight_basic rank_1
exult	feel or show triumphant elation or jubilation	"
              exulting in her escape, Lisa closed the door behind her"	 	 	 	 	rejoice, be joyful, be happy, be pleased, be glad, be delighted, be elated, be ecstatic, be euphoric, be overjoyed, be as pleased as Punch, be cock-a-hoop, be jubilant, be rapturous, be in raptures, be transported, be beside oneself with joy, be delirious, be thrilled, jump for joy, be on cloud nine, be treading on air, be walking on air, be in seventh heaven, glory, triumph, be triumphant, rejoice at, rejoice in, take delight in, find pleasure in, take pleasure in, find satisfaction in, take satisfaction in, feel satisfaction at, find joy in, enjoy, appreciate, revel in, glory in, bask in, delight in, relish, savour, luxuriate in, wallow in	[sound:exult.mp3]	vince rank_1
